round,alive,avg_energy,generated_cum,delivered_cum
1,100,0.9997096819657457,16,16
2,100,0.999461915151185,31,30
3,100,0.9991210026662202,50,49
4,100,0.9988177332392056,67,66
5,100,0.9984349073293971,92,87
6,100,0.9979971348146521,123,117
7,100,0.997635367617133,146,138
8,100,0.9972172414568715,168,158
9,100,0.9967721122351031,196,183
10,100,0.9964396469869196,219,204
11,100,0.9960886927398476,240,222
12,100,0.9957180552070661,261,243
13,100,0.995430480172632,277,259
14,100,0.9949297762313507,306,283
15,100,0.9945479250386756,325,301
16,100,0.9941280796541919,347,323
17,100,0.9937923623370588,368,344
18,100,0.9931886710720842,399,375
19,100,0.9928517268808754,422,394
20,100,0.9925024807799114,441,409
21,100,0.9919864509121327,470,434
22,100,0.9916845066362086,494,456
23,100,0.99123349939907,521,482
24,100,0.9907593106676833,548,508
25,100,0.9902952728382324,575,533
26,100,0.990046503819002,593,550
27,100,0.9896666593227755,614,571
28,100,0.9892330583274298,642,599
29,100,0.9888771495220476,662,617
30,100,0.9884871267424071,687,642
31,100,0.9880471951576656,711,664
32,100,0.9875706085432852,740,691
33,100,0.98725949224932,757,708
34,100,0.9867909426654612,785,736
35,100,0.9864208398637468,804,753
36,100,0.9860871720349076,824,772
37,100,0.985622408650615,850,797
38,100,0.9852954008658156,870,817
39,100,0.9848729218373526,891,836
40,100,0.9844384481665577,916,858
41,100,0.9841067850256018,939,881
42,100,0.9836043353617228,967,905
43,100,0.9833121420014383,982,915
44,100,0.9829829318216903,1003,936
45,100,0.9825363543102209,1029,957
46,100,0.982099679255096,1055,983
47,100,0.9817213625479724,1073,1000
48,100,0.9813012532780593,1097,1023
49,100,0.9809184911587522,1117,1042
50,100,0.9804897863818176,1141,1066
51,100,0.9798227428910761,1177,1099
52,100,0.9794813377128457,1198,1119
53,100,0.9791071689267805,1218,1139
54,100,0.9787575296141047,1238,1158
55,100,0.9783716034010914,1260,1180
56,100,0.9778934734037742,1286,1206
57,100,0.977412554713822,1315,1232
58,100,0.9769057608427352,1339,1253
59,100,0.9764945603285556,1362,1275
60,100,0.976092523201426,1380,1293
61,100,0.975735630583372,1400,1312
62,100,0.9752985512385589,1424,1336
63,100,0.9747728147656776,1450,1362
64,100,0.9743366980596226,1472,1384
65,100,0.9739390271077617,1493,1405
66,100,0.9735488893591535,1513,1422
67,100,0.9729023984979948,1547,1453
68,100,0.9726033506773462,1563,1464
69,100,0.9722356517519728,1583,1482
70,100,0.9718498979576766,1608,1505
71,100,0.971334686590068,1634,1528
72,100,0.970904269152301,1658,1552
73,100,0.970534897776815,1678,1571
74,100,0.9701703977109,1697,1590
75,100,0.9696273024222544,1723,1612
76,100,0.9690272972650387,1750,1637
77,100,0.9685724905004471,1777,1664
78,100,0.968222397560528,1798,1685
79,100,0.9679968676473055,1817,1704
80,100,0.9676037479593949,1838,1722
81,100,0.9670424679637919,1867,1748
82,100,0.966663180195404,1887,1768
83,100,0.966294932807993,1906,1786
84,100,0.965847180172546,1925,1799
85,100,0.9655300876861942,1944,1818
86,100,0.9650091562500164,1968,1842
87,100,0.964494791007197,1995,1869
88,100,0.9640259624659505,2017,1891
89,100,0.9635169499686026,2041,1915
90,100,0.9630823101079159,2066,1940
91,100,0.9627228076995951,2087,1958
92,100,0.9622310524123172,2112,1983
93,100,0.9618357164968673,2132,2001
94,100,0.9615003182066489,2149,2017
95,100,0.9608014116492458,2185,2053
96,100,0.9603859963236903,2209,2072
97,100,0.9599339359138069,2234,2097
98,100,0.9596148762648133,2252,2115
99,100,0.9592719078844023,2271,2134
100,100,0.9588275846977777,2294,2157
101,100,0.9581966885716657,2334,2193
102,100,0.957894524400747,2352,2210
103,100,0.9574576572516439,2379,2237
104,100,0.9570053029923771,2406,2262
105,100,0.9566335693665167,2428,2284
106,100,0.9562266363353102,2455,2311
107,100,0.9558789719768898,2474,2330
108,100,0.955499774536456,2495,2350
109,100,0.9551653363177782,2513,2368
110,100,0.9548043249496626,2538,2389
111,100,0.9544815646747292,2559,2410
112,100,0.9541429258548404,2581,2432
113,100,0.9537693668732716,2601,2450
114,100,0.9534219044941514,2620,2466
115,100,0.95299764481909,2642,2487
116,100,0.9525496122813621,2661,2506
117,100,0.9520125299026608,2690,2530
118,100,0.9516615708969218,2713,2552
119,100,0.9513880679581141,2731,2568
120,100,0.9509620721383459,2757,2594
121,100,0.9506157448791008,2775,2609
122,100,0.9501913670091696,2801,2633
123,100,0.9498482166062721,2824,2655
124,100,0.9495201273365109,2844,2673
125,100,0.948979271076261,2867,2691
126,100,0.9486018376964335,2890,2714
127,100,0.9482842036687429,2910,2734
128,100,0.9478121193414393,2937,2761
129,100,0.9475094556919708,2958,2782
130,100,0.9472143731371664,2973,2797
131,100,0.9467215289173531,2998,2821
132,100,0.9463233296368846,3020,2842
133,100,0.9458103139759508,3042,2861
134,100,0.9453767690387154,3065,2884
135,100,0.9450359430249966,3081,2896
136,100,0.9445045229610561,3105,2920
137,100,0.944105115657802,3122,2936
138,100,0.9437389188235238,3143,2956
139,100,0.9433123793422661,3167,2980
140,100,0.9429266087576319,3189,3002
141,100,0.9425523339381328,3208,3021
142,100,0.9420583845872413,3235,3046
143,100,0.9416030223892742,3263,3074
144,100,0.941311417977724,3281,3092
145,100,0.9408290577690803,3308,3119
146,100,0.9404596247258796,3328,3139
147,100,0.9400211366164289,3354,3165
148,100,0.9396739630530113,3373,3183
149,100,0.9392767985274517,3396,3206
150,100,0.9388546778872208,3420,3230
151,100,0.9383721105385873,3452,3257
152,100,0.9380992821745383,3468,3273
