round,EC,avg_RE,TH,PDR,CA,RL,EE,PLR,LB,FI,CE
50,17.61848340578308,0.4647630331884338,41.94,0.9315859617947578,1.0,103.765969572818,2.3804546074739688,0.06841403820524217,0.9717357787037408,0.99920177147231,0.05675857433175892
100,37.15035720236767,0.42569928559526465,43.51,0.9375134669252316,1.0,102.40668405049648,1.1711865854476093,0.06248653307476837,0.9386962076123598,0.9962559158871782,0.026917641586936554
150,57.5294109774789,0.3849411780450422,44.166666666666664,0.9356023160570541,1.0,107.00736626035491,0.7677232552225615,0.06439768394294587,0.9009202467490461,0.9902786351657743,0.017382413325793846
200,78.61213825931708,0.34277572348136587,44.21,0.9330941325453778,1.0,107.36762946969827,0.5623813443944867,0.06690586745462224,0.8550449151098621,0.979420440586067,0.01272068184561155
250,101.0182191547377,0.2979635616905246,44.396,0.9359925788497218,1.0,110.97655877728405,0.43948507874599424,0.06400742115027824,0.7927265074000294,0.9588074269757118,0.00989920440458587
300,127.18394691740741,0.2456321061651852,44.25333333333333,0.9344689237699726,1.0,104.57647163584782,0.3479474761234703,0.06553107623002741,0.69895617648865,0.9169034401382733,0.007862627511075708
350,159.40359915991266,0.18119280168017468,44.36571428571428,0.9378510599746331,1.0,106.5910485796466,0.27832316534588963,0.06214894002536686,0.541813212137301,0.8264905886932273,0.006273384072067322
400,185.62815840086708,0.12874368319826585,43.285,0.9384281842818428,1.0,109.2626726517585,0.23318121761745503,0.061571815718157175,0.7304327344944943,0.9322561952742489,0.005387113725712257
450,198.5170086355925,0.10296598272881496,41.62444444444444,0.9396037120642087,1.0,103.09991333751583,0.2096769678856702,0.060396287935791326,0.7712121923494628,0.9502597365054185,0.005037351745691719
500,211.95483925528092,0.07609032148943816,40.158,0.9380956830498972,1.0,104.31021591127535,0.1894648885635172,0.06190431695010279,0.7721625351074075,0.950651752688102,0.00471798616872148
550,221.1054937349279,0.057789012530144214,38.518181818181816,0.9388017371266507,0.9575,93.00975281326569,0.1742072581170656,0.061198262873349285,0.9212870081554352,0.9938424156761128,0.004330512027656345
600,225.2175919868017,0.049564816026396605,36.31166666666667,0.9390138781139556,0.4575,42.21132495891231,0.16122926431428422,0.06098612188604435,0.9877333617469567,0.999849552223908,0.002031368846296921
650,225.23980104628615,0.04952039790742769,33.54,0.9388484561388398,0.35,37.186641131801025,0.14890796317613345,0.061151543861160174,0.990494985117337,0.9999096628536177,0.0015538994368409869
700,225.24109304628615,0.04951781390742769,31.144285714285715,0.9387676010851311,0.2625,49.63537691660818,0.13827088695527545,0.06123239891486887,0.9912263015974226,0.9999230281414637,0.0011654178926669358
750,225.24176624628615,0.049516467507427685,29.068,0.938686759956943,0.16,0.0,0.12905244211331646,0.06131324004305705,1.0,1.0,0.0007103478305397906
800,225.24210624628614,0.04951578750742769,27.25125,0.938686759956943,0.16,0.0,0.12098648185345375,0.06131324004305705,1.0,1.0,0.0007103467582790735
850,225.24244624628616,0.049515107507427686,25.648235294117647,0.938686759956943,0.16,0.0,0.11386945809527026,0.06131324004305705,1.0,1.0,0.0007103456860215933
862,225.24252784628615,0.04951494430742769,25.291183294663572,0.9386463446137949,0.0,,0.11228422774549579,0.061353655386205075,1.0,0.0,0.0
