round,EC,avg_RE,TH,PDR,CA,RL,EE,PLR,LB,FI,CE
50,7.476050342192963,0.9626197482890352,52.96,0.9625590694292985,1.0,40.754346848555286,7.083954437961309,0.037440930570701525,0.9886014967437026,0.9998700910020571,0.1337604689947377
100,15.145091715243467,0.9242745414237826,53.1,0.9647529069767442,1.0,41.23767786657963,3.5060863940860187,0.03524709302325579,0.979104602296398,0.9995635729065802,0.0660279923556689
150,22.755739551025584,0.8862213022448721,53.38,0.9684325108853411,1.0,38.955799256753835,2.3457818138718416,0.0315674891146589,0.9700739838572099,0.9991052348794375,0.04394495717257103
200,30.755528888541505,0.8462223555572925,53.18,0.9627953290486105,1.0,40.58077700076955,1.729119996366348,0.03720467095138946,0.9598595906671268,0.998391339496784,0.032514479059164124
250,38.94294053441672,0.8052852973279164,53.192,0.9636930212334227,1.0,41.73183415583,1.365895827845623,0.03630697876657729,0.948545037240686,0.997359378152676,0.025678595048985245
300,47.44842075846225,0.7627578962076887,53.24,0.9623425920347051,1.0,39.61184141713521,1.1220605269671666,0.03765740796529493,0.937917785190294,0.9961605964388854,0.021075517035446405
350,55.899140511876595,0.7205042974406171,53.222857142857144,0.9617926476662536,1.0,37.74417051861545,0.9521229960870179,0.03820735233374639,0.9278804279953053,0.9948256801751582,0.017889362713681353
400,64.32054286094007,0.6783972856952997,53.0025,0.9599293670198316,1.0,38.49835354755611,0.8240368884104494,0.04007063298016844,0.9155303698258915,0.9929154308183258,0.01554713246376019
450,73.36622922297153,0.6331688538851423,53.095555555555556,0.9609475546975547,1.0,43.9314925019724,0.7237056629173322,0.03905244530244534,0.9014967951554254,0.9903903598338375,0.013630249374829427
500,83.29187443711803,0.5835406278144099,53.114,0.9622101449275362,1.0,42.90828683447313,0.6376852527205268,0.037789855072463796,0.8845074464825932,0.9868370445570153,0.012005973052689063
550,94.48565854269519,0.527571707286524,53.13636363636363,0.9618232680598979,1.0,43.050805161495006,0.5623749091228796,0.03817673194010207,0.8637350239072895,0.9817703471051804,0.010583616767068734
600,106.86173651703957,0.46569131741480213,53.1,0.961463017171138,1.0,35.500023029173754,0.4969037723950235,0.038536982828861976,0.836039038555139,0.9738205893721329,0.009357886485781987
650,122.76292220303421,0.38618538898482896,53.215384615384615,0.9615812298454354,1.0,43.03730873428564,0.4334809212782762,0.03841877015456463,0.789805736924502,0.9576877939283892,0.008145781984124878
700,141.82214320527612,0.29088928397361946,53.16,0.9606815541499936,1.0,41.8357432911761,0.37483568361433645,0.039318445850006434,0.719258177424242,0.9269421541152626,0.007051085094325366
