round,alive,avg_energy,generated_cum,delivered_cum
1,100,0.4999018511704217,3,3
2,100,0.4998078288802547,8,8
3,100,0.499699736668783,13,13
4,100,0.49960099967796445,18,18
5,100,0.4994983645035703,25,25
6,100,0.49944045792491826,29,29
7,100,0.4993144369752339,38,37
8,100,0.4992711309696872,41,40
9,100,0.49919014613883583,49,48
10,100,0.49901321175239,59,58
11,100,0.4988906130931207,66,65
12,100,0.4987691470144744,74,73
13,100,0.49865735540032097,84,82
14,100,0.4985184746822284,92,87
15,100,0.49841170598927875,98,93
16,100,0.49830815339677664,104,99
17,100,0.49819968040261,111,106
18,100,0.4981054084824663,116,111
19,100,0.49778676826810353,133,126
20,100,0.4975633253584055,148,139
21,100,0.4973734588556329,157,147
22,100,0.497234625338026,166,155
23,100,0.4971279788479428,172,160
24,100,0.4970245311000756,180,168
25,100,0.4969299546076049,186,174
26,100,0.4968600115645662,192,180
27,100,0.49677093362024805,198,186
28,100,0.4966937563569267,202,190
29,100,0.4966103378779958,208,196
30,100,0.4964664806022085,216,204
31,100,0.49633715633958464,223,211
32,100,0.4962623565554948,230,218
33,100,0.4959998339059487,242,230
34,100,0.4958496420723248,249,237
35,100,0.49578182389621067,253,241
36,100,0.49568287804001343,260,248
37,100,0.49557112065851605,266,254
38,100,0.49533992045283826,281,269
39,100,0.49516770482318073,293,279
40,100,0.49501600875645047,301,287
41,100,0.494901261402286,308,294
42,100,0.4947230870106503,315,301
43,100,0.4945786721839568,321,307
44,100,0.49439421647002324,330,315
45,100,0.49426146916253905,336,321
46,100,0.4940028158579704,349,334
47,100,0.4938937062048621,354,339
48,100,0.49380808788436914,360,345
49,100,0.49362304915119076,368,353
50,100,0.49346099008212563,376,360
51,100,0.49315493284463124,396,379
52,100,0.49304989287961015,403,386
53,100,0.49291075557445746,411,394
54,100,0.4928225294881253,416,399
55,100,0.4927310093660169,422,405
56,100,0.49263111273300525,427,410
57,100,0.4924820735905413,435,417
58,100,0.492344919079758,442,424
59,100,0.49215167954060085,455,437
60,100,0.49204078544301105,461,443
61,100,0.4919006185009354,471,453
62,100,0.49179490269211895,477,458
63,100,0.4916646619112278,486,465
64,100,0.49155118534586717,493,472
65,100,0.49131244023809584,506,485
66,100,0.4911757538860985,514,493
67,100,0.4910889163047383,519,498
68,100,0.49096319089368956,528,507
69,100,0.49089171472536625,532,511
70,100,0.4908116109431982,538,516
71,100,0.49076794601568274,541,519
72,100,0.4906476669886096,550,527
73,100,0.49054145572511326,558,534
74,100,0.4904421747544329,564,540
75,100,0.49024731096512464,575,551
76,100,0.49013690772364926,581,557
77,100,0.4899984275134573,591,566
78,100,0.4899479270580752,595,570
79,100,0.48981696214186266,606,580
80,100,0.48975913758245154,610,584
81,100,0.4896111708684427,618,592
82,100,0.48944216091762277,628,602
83,100,0.4893714901103393,633,607
84,100,0.4892158634199309,642,615
85,100,0.4889897446547312,653,625
86,100,0.4888658267268966,659,630
87,100,0.48871912212944535,668,639
88,100,0.4885566970272066,676,647
89,100,0.488377160471734,687,658
90,100,0.4882410231806346,695,664
91,100,0.4881632284174814,698,667
92,100,0.48803954974150626,707,676
93,100,0.4879388359253619,715,684
94,100,0.4877120032121418,728,697
95,100,0.4875655181689739,737,706
96,100,0.4874560919670774,746,715
97,100,0.4872279083103042,758,726
98,100,0.48702228310605183,767,735
99,100,0.4869038935253663,772,739
100,100,0.48685083086340347,776,743
101,100,0.4866244268186239,791,758
102,100,0.4865726117600635,794,761
103,100,0.48648780209620673,799,766
104,100,0.48632595297462766,808,775
105,100,0.486176241587777,818,785
106,100,0.4861314763579272,822,789
107,100,0.4859883227014694,831,798
108,100,0.4858597823866811,840,807
109,100,0.4858152295651195,843,810
110,100,0.4856755819337273,852,819
111,100,0.48558105737865676,857,824
112,100,0.48546504692951636,864,831
113,100,0.48528417312298927,874,841
114,100,0.48512400985722265,882,849
115,100,0.48500427122917145,889,856
116,100,0.4847562448798297,902,869
117,100,0.48460100993369065,911,878
118,100,0.48449760609532805,917,882
119,100,0.4843585427545725,923,887
120,100,0.4841758458211881,935,899
121,100,0.4840112415499814,943,907
122,100,0.4838853240949078,948,912
123,100,0.48375566908129436,956,920
124,100,0.4835061541203882,970,934
125,100,0.48339013280884385,977,941
126,100,0.48329704743813784,982,946
127,100,0.4830887116747018,994,958
128,100,0.48285510916662405,1004,967
129,100,0.482747457728379,1009,972
130,100,0.482652000251454,1015,978
131,100,0.48257542765251027,1019,982
132,100,0.4824548384505667,1027,990
133,100,0.48234711543430026,1033,996
134,100,0.4822336262640505,1039,1002
135,100,0.48221540636116034,1040,1003
136,100,0.4820880234613949,1046,1009
137,100,0.481960298151385,1054,1017
138,100,0.4817649624461366,1063,1026
139,100,0.48159271840475726,1070,1032
140,100,0.48145500368349503,1077,1039
141,100,0.48132348229620525,1084,1046
142,100,0.4812117924628791,1093,1054
143,100,0.48101824411393884,1105,1066
144,100,0.4809219202951774,1110,1071
145,100,0.480732278839494,1122,1083
146,100,0.48048941281339014,1133,1094
147,100,0.4803579326521125,1141,1102
148,100,0.48015240188774927,1149,1109
149,100,0.48007052801360184,1153,1113
150,100,0.4799563367507141,1159,1119
151,100,0.4795546477748072,1185,1145
152,100,0.4794927797284728,1188,1148
153,100,0.4793382770483734,1201,1161
154,100,0.47921929609361824,1209,1168
155,100,0.47908395082718414,1218,1177
156,100,0.4790177214612203,1223,1181
157,100,0.4788951553031856,1232,1190
158,100,0.47873284570235797,1241,1199
159,100,0.47864361134878597,1249,1207
160,100,0.47845508173984586,1259,1217
