round,alive,avg_energy,generated_cum,delivered_cum
1,100,0.4999108994277633,2,2
2,100,0.49982519913740164,6,6
3,100,0.4997325969278277,12,12
4,100,0.4995582945560089,21,21
5,100,0.4994678336389518,25,25
6,100,0.49937908067317116,29,29
7,100,0.4992674838724402,33,33
8,100,0.49921140301411837,36,36
9,100,0.49910438194548645,43,42
10,100,0.4989847877863218,49,47
11,100,0.4987685031426936,61,57
12,100,0.498613089290603,67,63
13,100,0.49850383235825146,72,67
14,100,0.49836793855141304,78,72
15,100,0.4982763163983621,82,76
16,100,0.49807024408691125,93,86
17,100,0.4979323241820769,100,93
18,100,0.4976658109095309,116,109
19,100,0.49757406656962344,121,114
20,100,0.49728791328651895,133,125
21,100,0.497160831814422,140,132
22,100,0.4970493630681766,147,139
23,100,0.4969466333220914,153,145
24,100,0.4968321795603424,159,150
25,100,0.4967828701886502,162,153
26,100,0.4966469664805632,167,158
27,100,0.496383430826125,180,171
28,100,0.4962307416437437,187,178
29,100,0.49607043585973293,197,187
30,100,0.4959551067057688,202,192
31,100,0.49579934009583,209,199
32,100,0.4955890400375078,218,208
33,100,0.4955291060288421,221,211
34,100,0.49533565049307954,230,220
35,100,0.49518261511202405,240,230
36,100,0.49497193715692034,252,242
37,100,0.49477058124330453,262,251
38,100,0.49464941556337855,266,255
39,100,0.4944675694554841,274,262
40,100,0.49430567606087483,282,269
41,100,0.4941329209010181,288,274
42,100,0.49405733817821185,291,277
43,100,0.49384942507243806,301,286
44,100,0.49377176675464624,305,290
45,100,0.49354045849576833,316,300
46,100,0.4932929325062635,326,309
47,100,0.49310963267007224,332,315
48,100,0.4930001101662891,336,319
49,100,0.4928335082493127,344,327
50,100,0.4927208281819817,350,333
51,100,0.492353830746081,369,352
52,100,0.4922097324079234,378,361
53,100,0.492033489630361,386,369
54,100,0.49189176733322865,393,375
55,100,0.49174959378352695,401,383
56,100,0.49164333421932255,407,388
57,100,0.49154697796791935,412,393
58,100,0.4914235857021474,419,399
59,100,0.49130570866411893,426,406
60,100,0.4912716805456699,428,408
61,100,0.49103875184465473,442,419
62,100,0.49083214148954646,451,427
63,100,0.4907024486547871,458,433
64,100,0.4905698871915222,465,440
65,100,0.4904123342382711,474,448
66,100,0.49017342487969423,485,459
67,100,0.490059336889454,492,464
68,100,0.4899249367069288,498,470
69,100,0.48972254653979486,511,482
70,100,0.4894469240318317,526,497
71,100,0.4892489255415108,537,505
72,100,0.48918352376937035,541,509
73,100,0.4890924578478344,546,514
74,100,0.4889311848696479,555,522
75,100,0.4888356549938843,560,527
76,100,0.48865004346089125,570,537
77,100,0.4885381539452812,575,540
78,100,0.4884527338734474,579,544
79,100,0.4881626985699929,593,557
80,100,0.48801730170670315,599,563
81,100,0.4878122119947336,609,572
82,100,0.4877165636528691,616,579
83,100,0.48763761574072156,620,583
84,100,0.4873962599523561,631,593
85,100,0.4872046447180449,640,602
86,100,0.4870138795529514,650,609
87,100,0.486853591036128,657,615
88,100,0.48663404649166564,669,627
89,100,0.4864164489633196,681,637
90,100,0.4862291602587567,691,647
91,100,0.48610647828062864,697,653
92,100,0.48604064093131005,701,657
93,100,0.485989603682163,704,660
94,100,0.48581076566168624,711,666
95,100,0.4855728555174832,723,677
96,100,0.4855024674546186,728,682
97,100,0.48541200770124937,734,688
98,100,0.48514301287963313,744,698
99,100,0.4849944801113963,750,703
100,100,0.48485362029463,757,710
101,100,0.4847667104320507,762,715
102,100,0.4843806381155534,782,735
103,100,0.4843164343930974,786,739
104,100,0.4842188967873544,791,744
105,100,0.48396180364980596,802,755
106,100,0.48391419298305494,806,759
107,100,0.48369575919916374,817,770
108,100,0.4835574673783991,824,776
109,100,0.4833887001984533,830,782
110,100,0.4832461124048993,837,789
111,100,0.48320545898596834,841,793
112,100,0.4830384683569979,848,799
113,100,0.4828061748643097,856,807
114,100,0.4826593336523423,862,812
115,100,0.482442446926471,869,818
116,100,0.48234230004526213,873,821
117,100,0.4822032637953153,882,830
118,100,0.4820435390619533,889,837
119,100,0.48201605882553467,892,840
120,100,0.4817523773384565,901,848
121,100,0.4815851132721868,909,856
122,100,0.48128699777597367,923,870
123,100,0.48106673113350795,935,882
124,100,0.48091477946117855,943,890
125,100,0.48084573058596924,948,894
126,100,0.48067226986618095,957,903
127,100,0.480509251357627,965,911
128,100,0.4803781662798716,970,916
129,100,0.48023119694182903,975,921
130,100,0.4801135106705498,981,926
131,100,0.47991355713591216,989,934
132,100,0.4797568407451241,995,939
133,100,0.47958130860285025,1002,946
134,100,0.4794291717832159,1008,952
135,100,0.47912083256688215,1019,959
136,100,0.47901128246007063,1024,964
137,100,0.47883309770596744,1033,973
138,100,0.47858025332773607,1045,984
139,100,0.47849128921597506,1051,990
140,100,0.47835836378195656,1056,995
141,100,0.47817715016444245,1064,1003
142,100,0.4780884577318983,1067,1006
143,100,0.4779549280868804,1074,1012
144,100,0.4777219880607301,1086,1020
145,100,0.47756715944364425,1093,1025
146,100,0.477391270949226,1103,1031
147,100,0.4772318171106702,1112,1039
148,100,0.4770493507406411,1119,1046
149,100,0.47676424040544885,1130,1056
150,100,0.4766458012941775,1135,1061
151,100,0.4764064699882603,1145,1071
152,100,0.4759780938890951,1166,1089
153,100,0.4757098374585851,1177,1099
154,100,0.4756554126904096,1180,1102
155,100,0.4755115797105981,1187,1107
156,100,0.4754438084126461,1191,1111
157,100,0.4752820069436558,1200,1118
158,100,0.47518548086263634,1204,1122
159,100,0.4750888680699775,1210,1128
160,100,0.4748823027446251,1218,1136
161,100,0.47464850518174706,1231,1143
